flightNumber,departureAirportCode,departureAirportName,arrivalAirportCode,arrivalAirportName,departureDate,arrivalDate,carrierCode,duration_formatted,price,hasDiscount,fareType,availableSeats,flightKey
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-08-28T19:20:00.000,2023-08-28T22:05:00.000,,02:45,26.76,True,ADT,-1,FR~1916~ ~~CRL~08/28/2023 19:20~AGP~08/28/2023 22:05~~
FR 7986,CRL,Brussels (Charleroi),HER,Heraklion Crete,2023-08-29T07:20:00.000,2023-08-29T11:45:00.000,,03:25,108.95,False,ADT,-1,FR~7986~ ~~CRL~08/29/2023 07:20~HER~08/29/2023 11:45~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-08-29T17:20:00.000,2023-08-29T19:45:00.000,,02:25,32.82,True,ADT,4,FR~7737~ ~~CRL~08/29/2023 17:20~BDS~08/29/2023 19:45~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-08-29T19:20:00.000,2023-08-29T21:35:00.000,Malta Air,02:15,40.91,False,ADT,1,FR~1302~ ~~CRL~08/29/2023 19:20~NAP~08/29/2023 21:35~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-08-29T15:35:00.000,2023-08-29T18:05:00.000,,02:30,48.5,False,ADT,3,FR~6269~ ~~CRL~08/29/2023 15:35~PMO~08/29/2023 18:05~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-08-29T13:45:00.000,2023-08-29T15:40:00.000,,02:55,50.69,False,ADT,-1,FR~2941~ ~~CRL~08/29/2023 13:45~FAO~08/29/2023 15:40~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-08-29T06:30:00.000,2023-08-29T08:55:00.000,,02:25,55.94,False,ADT,-1,FR~3534~ ~~CRL~08/29/2023 06:30~ALC~08/29/2023 08:55~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-08-29T09:25:00.000,2023-08-29T11:50:00.000,,02:25,24.34,True,ADT,-1,FR~6456~ ~~CRL~08/29/2023 09:25~IBZ~08/29/2023 11:50~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-08-29T16:00:00.000,2023-08-29T18:45:00.000,,02:45,36.83,False,ADT,-1,FR~1916~ ~~CRL~08/29/2023 16:00~AGP~08/29/2023 18:45~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-08-29T07:15:00.000,2023-08-29T10:50:00.000,,04:35,92.75,True,ADT,-1,FR~ 563~ ~~CRL~08/29/2023 07:15~TFS~08/29/2023 10:50~~
FR 2923,BRU,Brussels,AGP,Malaga,2023-08-30T10:05:00.000,2023-08-30T13:00:00.000,,02:55,71.67,False,ADT,-1,FR~2923~ ~~BRU~08/30/2023 10:05~AGP~08/30/2023 13:00~~
FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-08-30T08:05:00.000,2023-08-30T11:45:00.000,,02:40,102.19,False,ADT,5,FR~6251~ ~~CRL~08/30/2023 08:05~CFU~08/30/2023 11:45~~
FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-08-30T13:10:00.000,2023-08-30T17:45:00.000,,03:35,69.52,False,ADT,-1,FR~8577~ ~~CRL~08/30/2023 13:10~RHO~08/30/2023 17:45~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-08-30T16:35:00.000,2023-08-30T18:50:00.000,,02:15,52.81,False,ADT,2,FR~1302~ ~~CRL~08/30/2023 16:35~NAP~08/30/2023 18:50~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-08-30T09:25:00.000,2023-08-30T11:55:00.000,Malta Air,02:30,75.95,False,ADT,-1,FR~6269~ ~~CRL~08/30/2023 09:25~PMO~08/30/2023 11:55~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-08-30T12:25:00.000,2023-08-30T14:20:00.000,,02:55,27.88,True,ADT,-1,FR~2941~ ~~CRL~08/30/2023 12:25~FAO~08/30/2023 14:20~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-08-30T10:00:00.000,2023-08-30T12:25:00.000,,02:25,66.49,False,ADT,-1,FR~3534~ ~~CRL~08/30/2023 10:00~ALC~08/30/2023 12:25~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-08-30T06:45:00.000,2023-08-30T09:30:00.000,,02:45,47.84,False,ADT,-1,FR~1916~ ~~CRL~08/30/2023 06:45~AGP~08/30/2023 09:30~~
FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-08-31T18:20:00.000,2023-08-31T22:00:00.000,,02:40,76.39,False,ADT,5,FR~6251~ ~~CRL~08/31/2023 18:20~CFU~08/31/2023 22:00~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-08-31T06:25:00.000,2023-08-31T08:40:00.000,,02:15,31.9,True,ADT,-1,FR~1302~ ~~CRL~08/31/2023 06:25~NAP~08/31/2023 08:40~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-08-31T11:25:00.000,2023-08-31T13:20:00.000,,02:55,26.19,True,ADT,3,FR~2941~ ~~CRL~08/31/2023 11:25~FAO~08/31/2023 13:20~~
FR 9053,CRL,Brussels (Charleroi),ALC,Alicante,2023-08-31T09:00:00.000,2023-08-31T11:25:00.000,,02:25,41.19,True,ADT,-1,FR~9053~ ~~CRL~08/31/2023 09:00~ALC~08/31/2023 11:25~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-08-31T10:20:00.000,2023-08-31T12:45:00.000,,02:25,34.77,True,ADT,-1,FR~6456~ ~~CRL~08/31/2023 10:20~IBZ~08/31/2023 12:45~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-08-31T17:30:00.000,2023-08-31T20:15:00.000,,02:45,51.64,False,ADT,2,FR~1916~ ~~CRL~08/31/2023 17:30~AGP~08/31/2023 20:15~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-08-31T20:00:00.000,2023-08-31T23:35:00.000,,04:35,57.89,True,ADT,-1,FR~ 563~ ~~CRL~08/31/2023 20:00~TFS~08/31/2023 23:35~~
FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-09-01T07:55:00.000,2023-09-01T12:30:00.000,,03:35,109.33,False,ADT,1,FR~8577~ ~~CRL~09/01/2023 07:55~RHO~09/01/2023 12:30~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-09-01T07:00:00.000,2023-09-01T09:25:00.000,,02:25,105.25,False,ADT,3,FR~7737~ ~~CRL~09/01/2023 07:00~BDS~09/01/2023 09:25~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-09-01T09:10:00.000,2023-09-01T11:25:00.000,Malta Air,02:15,60.57,False,ADT,-1,FR~1302~ ~~CRL~09/01/2023 09:10~NAP~09/01/2023 11:25~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-09-01T16:35:00.000,2023-09-01T19:05:00.000,,02:30,109.73,False,ADT,-1,FR~6269~ ~~CRL~09/01/2023 16:35~PMO~09/01/2023 19:05~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-09-01T07:05:00.000,2023-09-01T09:00:00.000,,02:55,75.7,False,ADT,-1,FR~2941~ ~~CRL~09/01/2023 07:05~FAO~09/01/2023 09:00~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-09-01T09:45:00.000,2023-09-01T12:10:00.000,,02:25,87.24,False,ADT,-1,FR~3534~ ~~CRL~09/01/2023 09:45~ALC~09/01/2023 12:10~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-09-01T16:15:00.000,2023-09-01T18:40:00.000,,02:25,64.99,False,ADT,-1,FR~6456~ ~~CRL~09/01/2023 16:15~IBZ~09/01/2023 18:40~~
FR 1928,CRL,Brussels (Charleroi),AGP,Malaga,2023-09-01T10:00:00.000,2023-09-01T12:45:00.000,,02:45,82.74,False,ADT,-1,FR~1928~ ~~CRL~09/01/2023 10:00~AGP~09/01/2023 12:45~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-09-01T06:20:00.000,2023-09-01T09:55:00.000,,04:35,118.46,False,ADT,5,FR~ 563~ ~~CRL~09/01/2023 06:20~TFS~09/01/2023 09:55~~
FR 7986,CRL,Brussels (Charleroi),HER,Heraklion Crete,2023-09-02T08:10:00.000,2023-09-02T12:35:00.000,,03:25,119.31,False,ADT,4,FR~7986~ ~~CRL~09/02/2023 08:10~HER~09/02/2023 12:35~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-09-02T07:45:00.000,2023-09-02T10:00:00.000,,02:15,74.99,False,ADT,-1,FR~1302~ ~~CRL~09/02/2023 07:45~NAP~09/02/2023 10:00~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-09-02T21:30:00.000,2023-09-02T23:59:00.000,Malta Air,02:29,85.99,False,ADT,-1,FR~6269~ ~~CRL~09/02/2023 21:30~PMO~09/02/2023 23:59~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-09-02T11:05:00.000,2023-09-02T13:00:00.000,,02:55,111.74,False,ADT,1,FR~2941~ ~~CRL~09/02/2023 11:05~FAO~09/02/2023 13:00~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-09-02T15:50:00.000,2023-09-02T18:15:00.000,,02:25,75.7,False,ADT,-1,FR~3534~ ~~CRL~09/02/2023 15:50~ALC~09/02/2023 18:15~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-09-02T13:40:00.000,2023-09-02T16:25:00.000,,02:45,87.99,False,ADT,1,FR~1916~ ~~CRL~09/02/2023 13:40~AGP~09/02/2023 16:25~~
FR 2923,BRU,Brussels,AGP,Malaga,2023-09-03T09:55:00.000,2023-09-03T12:50:00.000,,02:55,81.86,False,ADT,1,FR~2923~ ~~BRU~09/03/2023 09:55~AGP~09/03/2023 12:50~~
FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-09-03T17:00:00.000,2023-09-03T20:40:00.000,,02:40,114.89,False,ADT,-1,FR~6251~ ~~CRL~09/03/2023 17:00~CFU~09/03/2023 20:40~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-09-03T17:30:00.000,2023-09-03T19:55:00.000,,02:25,94.99,False,ADT,-1,FR~7737~ ~~CRL~09/03/2023 17:30~BDS~09/03/2023 19:55~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-09-03T09:45:00.000,2023-09-03T12:00:00.000,Malta Air,02:15,64.99,False,ADT,2,FR~1302~ ~~CRL~09/03/2023 09:45~NAP~09/03/2023 12:00~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-09-03T16:45:00.000,2023-09-03T18:40:00.000,,02:55,104.99,False,ADT,-1,FR~2941~ ~~CRL~09/03/2023 16:45~FAO~09/03/2023 18:40~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-09-03T09:55:00.000,2023-09-03T12:20:00.000,,02:25,65.87,False,ADT,1,FR~3534~ ~~CRL~09/03/2023 09:55~ALC~09/03/2023 12:20~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-09-03T07:30:00.000,2023-09-03T09:55:00.000,,02:25,74.99,False,ADT,1,FR~6456~ ~~CRL~09/03/2023 07:30~IBZ~09/03/2023 09:55~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-09-03T21:30:00.000,2023-09-04T00:15:00.000,,02:45,44.99,False,ADT,-1,FR~1916~ ~~CRL~09/03/2023 21:30~AGP~09/04/2023 00:15~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-09-03T12:35:00.000,2023-09-03T16:10:00.000,,04:35,124.99,False,ADT,-1,FR~ 563~ ~~CRL~09/03/2023 12:35~TFS~09/03/2023 16:10~~
FR 2923,BRU,Brussels,AGP,Malaga,2023-09-04T17:40:00.000,2023-09-04T20:30:00.000,,02:50,84.99,False,ADT,-1,FR~2923~ ~~BRU~09/04/2023 17:40~AGP~09/04/2023 20:30~~
FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-09-04T19:20:00.000,2023-09-04T23:00:00.000,,02:40,87.24,False,ADT,1,FR~6251~ ~~CRL~09/04/2023 19:20~CFU~09/04/2023 23:00~~
FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-09-04T12:00:00.000,2023-09-04T16:35:00.000,,03:35,113.13,False,ADT,4,FR~8577~ ~~CRL~09/04/2023 12:00~RHO~09/04/2023 16:35~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-09-04T20:55:00.000,2023-09-04T23:20:00.000,Malta Air,02:25,70.99,False,ADT,-1,FR~7737~ ~~CRL~09/04/2023 20:55~BDS~09/04/2023 23:20~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-09-04T06:30:00.000,2023-09-04T08:45:00.000,,02:15,74.99,False,ADT,-1,FR~1302~ ~~CRL~09/04/2023 06:30~NAP~09/04/2023 08:45~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-09-04T12:05:00.000,2023-09-04T14:35:00.000,,02:30,95.41,False,ADT,-1,FR~6269~ ~~CRL~09/04/2023 12:05~PMO~09/04/2023 14:35~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-09-04T18:00:00.000,2023-09-04T19:55:00.000,,02:55,58.14,False,ADT,4,FR~2941~ ~~CRL~09/04/2023 18:00~FAO~09/04/2023 19:55~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-09-04T16:55:00.000,2023-09-04T19:20:00.000,,02:25,58.14,False,ADT,2,FR~3534~ ~~CRL~09/04/2023 16:55~ALC~09/04/2023 19:20~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-09-04T19:20:00.000,2023-09-04T22:05:00.000,,02:45,58.99,False,ADT,-1,FR~1916~ ~~CRL~09/04/2023 19:20~AGP~09/04/2023 22:05~~
FR 7986,CRL,Brussels (Charleroi),HER,Heraklion Crete,2023-09-05T07:20:00.000,2023-09-05T11:45:00.000,,03:25,124.99,False,ADT,-1,FR~7986~ ~~CRL~09/05/2023 07:20~HER~09/05/2023 11:45~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-09-05T17:20:00.000,2023-09-05T19:45:00.000,,02:25,81.99,False,ADT,-1,FR~7737~ ~~CRL~09/05/2023 17:20~BDS~09/05/2023 19:45~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-09-05T19:20:00.000,2023-09-05T21:35:00.000,Malta Air,02:15,74.99,False,ADT,5,FR~1302~ ~~CRL~09/05/2023 19:20~NAP~09/05/2023 21:35~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-09-05T15:35:00.000,2023-09-05T18:05:00.000,,02:30,59.04,False,ADT,-1,FR~6269~ ~~CRL~09/05/2023 15:35~PMO~09/05/2023 18:05~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-09-05T13:45:00.000,2023-09-05T15:40:00.000,,02:55,78.99,False,ADT,-1,FR~2941~ ~~CRL~09/05/2023 13:45~FAO~09/05/2023 15:40~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-09-05T06:30:00.000,2023-09-05T08:55:00.000,,02:25,87.99,False,ADT,5,FR~3534~ ~~CRL~09/05/2023 06:30~ALC~09/05/2023 08:55~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-09-05T09:25:00.000,2023-09-05T11:50:00.000,,02:25,95.41,False,ADT,5,FR~6456~ ~~CRL~09/05/2023 09:25~IBZ~09/05/2023 11:50~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-09-05T16:00:00.000,2023-09-05T18:45:00.000,,02:45,55.12,False,ADT,-1,FR~1916~ ~~CRL~09/05/2023 16:00~AGP~09/05/2023 18:45~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-09-05T07:15:00.000,2023-09-05T10:50:00.000,,04:35,136.51,False,ADT,1,FR~ 563~ ~~CRL~09/05/2023 07:15~TFS~09/05/2023 10:50~~
FR 2923,BRU,Brussels,AGP,Malaga,2023-09-06T10:05:00.000,2023-09-06T13:00:00.000,,02:55,71.67,False,ADT,1,FR~2923~ ~~BRU~09/06/2023 10:05~AGP~09/06/2023 13:00~~
FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-09-06T08:05:00.000,2023-09-06T11:45:00.000,,02:40,90.99,False,ADT,4,FR~6251~ ~~CRL~09/06/2023 08:05~CFU~09/06/2023 11:45~~
FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-09-06T13:10:00.000,2023-09-06T17:45:00.000,,03:35,99.53,False,ADT,-1,FR~8577~ ~~CRL~09/06/2023 13:10~RHO~09/06/2023 17:45~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-09-06T16:35:00.000,2023-09-06T18:50:00.000,,02:15,64.99,False,ADT,-1,FR~1302~ ~~CRL~09/06/2023 16:35~NAP~09/06/2023 18:50~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-09-06T09:25:00.000,2023-09-06T11:55:00.000,Malta Air,02:30,73.9,False,ADT,3,FR~6269~ ~~CRL~09/06/2023 09:25~PMO~09/06/2023 11:55~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-09-06T12:25:00.000,2023-09-06T14:20:00.000,,02:55,90.99,False,ADT,-1,FR~2941~ ~~CRL~09/06/2023 12:25~FAO~09/06/2023 14:20~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-09-06T10:00:00.000,2023-09-06T12:25:00.000,,02:25,84.62,False,ADT,4,FR~3534~ ~~CRL~09/06/2023 10:00~ALC~09/06/2023 12:25~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-09-06T06:45:00.000,2023-09-06T09:30:00.000,,02:45,84.62,False,ADT,5,FR~1916~ ~~CRL~09/06/2023 06:45~AGP~09/06/2023 09:30~~
FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-09-07T18:20:00.000,2023-09-07T22:00:00.000,,02:40,90.99,False,ADT,5,FR~6251~ ~~CRL~09/07/2023 18:20~CFU~09/07/2023 22:00~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-09-07T06:25:00.000,2023-09-07T08:40:00.000,,02:15,74.99,False,ADT,-1,FR~1302~ ~~CRL~09/07/2023 06:25~NAP~09/07/2023 08:40~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-09-07T11:25:00.000,2023-09-07T13:20:00.000,,02:55,88.74,False,ADT,-1,FR~2941~ ~~CRL~09/07/2023 11:25~FAO~09/07/2023 13:20~~
FR 9053,CRL,Brussels (Charleroi),ALC,Alicante,2023-09-07T09:00:00.000,2023-09-07T11:25:00.000,,02:25,96.99,False,ADT,-1,FR~9053~ ~~CRL~09/07/2023 09:00~ALC~09/07/2023 11:25~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-09-07T10:20:00.000,2023-09-07T12:45:00.000,,02:25,115.99,False,ADT,-1,FR~6456~ ~~CRL~09/07/2023 10:20~IBZ~09/07/2023 12:45~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-09-07T17:30:00.000,2023-09-07T20:15:00.000,,02:45,73.24,False,ADT,1,FR~1916~ ~~CRL~09/07/2023 17:30~AGP~09/07/2023 20:15~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-09-07T20:00:00.000,2023-09-07T23:35:00.000,,04:35,83.99,False,ADT,4,FR~ 563~ ~~CRL~09/07/2023 20:00~TFS~09/07/2023 23:35~~
FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-09-08T07:55:00.000,2023-09-08T12:30:00.000,,03:35,84.58,False,ADT,-1,FR~8577~ ~~CRL~09/08/2023 07:55~RHO~09/08/2023 12:30~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-09-08T07:00:00.000,2023-09-08T09:25:00.000,,02:25,94.99,False,ADT,1,FR~7737~ ~~CRL~09/08/2023 07:00~BDS~09/08/2023 09:25~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-09-08T09:10:00.000,2023-09-08T11:25:00.000,Malta Air,02:15,74.99,False,ADT,-1,FR~1302~ ~~CRL~09/08/2023 09:10~NAP~09/08/2023 11:25~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-09-08T16:35:00.000,2023-09-08T19:05:00.000,,02:30,99.99,False,ADT,4,FR~6269~ ~~CRL~09/08/2023 16:35~PMO~09/08/2023 19:05~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-09-08T07:05:00.000,2023-09-08T09:00:00.000,,02:55,76.39,False,ADT,-1,FR~2941~ ~~CRL~09/08/2023 07:05~FAO~09/08/2023 09:00~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-09-08T09:45:00.000,2023-09-08T12:10:00.000,,02:25,84.62,False,ADT,-1,FR~3534~ ~~CRL~09/08/2023 09:45~ALC~09/08/2023 12:10~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-09-08T16:15:00.000,2023-09-08T18:40:00.000,,02:25,73.9,False,ADT,1,FR~6456~ ~~CRL~09/08/2023 16:15~IBZ~09/08/2023 18:40~~
FR 1928,CRL,Brussels (Charleroi),AGP,Malaga,2023-09-08T10:00:00.000,2023-09-08T12:45:00.000,,02:45,96.99,False,ADT,-1,FR~1928~ ~~CRL~09/08/2023 10:00~AGP~09/08/2023 12:45~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-09-08T06:20:00.000,2023-09-08T09:55:00.000,,04:35,115.44,False,ADT,2,FR~ 563~ ~~CRL~09/08/2023 06:20~TFS~09/08/2023 09:55~~
FR 7986,CRL,Brussels (Charleroi),HER,Heraklion Crete,2023-09-09T08:10:00.000,2023-09-09T12:35:00.000,,03:25,106.52,False,ADT,1,FR~7986~ ~~CRL~09/09/2023 08:10~HER~09/09/2023 12:35~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-09-09T07:45:00.000,2023-09-09T10:00:00.000,,02:15,64.99,False,ADT,5,FR~1302~ ~~CRL~09/09/2023 07:45~NAP~09/09/2023 10:00~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-09-09T21:30:00.000,2023-09-09T23:59:00.000,Malta Air,02:29,47.99,False,ADT,5,FR~6269~ ~~CRL~09/09/2023 21:30~PMO~09/09/2023 23:59~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-09-09T11:05:00.000,2023-09-09T13:00:00.000,,02:55,104.99,False,ADT,-1,FR~2941~ ~~CRL~09/09/2023 11:05~FAO~09/09/2023 13:00~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-09-09T15:50:00.000,2023-09-09T18:15:00.000,,02:25,77.09,False,ADT,-1,FR~3534~ ~~CRL~09/09/2023 15:50~ALC~09/09/2023 18:15~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-09-09T13:40:00.000,2023-09-09T16:25:00.000,,02:45,109.49,False,ADT,-1,FR~1916~ ~~CRL~09/09/2023 13:40~AGP~09/09/2023 16:25~~
FR 2923,BRU,Brussels,AGP,Malaga,2023-09-10T09:55:00.000,2023-09-10T12:50:00.000,,02:55,94.17,False,ADT,-1,FR~2923~ ~~BRU~09/10/2023 09:55~AGP~09/10/2023 12:50~~
FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-09-10T17:00:00.000,2023-09-10T20:40:00.000,,02:40,101.39,False,ADT,-1,FR~6251~ ~~CRL~09/10/2023 17:00~CFU~09/10/2023 20:40~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-09-10T17:30:00.000,2023-09-10T19:55:00.000,,02:25,68.85,False,ADT,1,FR~7737~ ~~CRL~09/10/2023 17:30~BDS~09/10/2023 19:55~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-09-10T09:45:00.000,2023-09-10T12:00:00.000,Malta Air,02:15,64.99,False,ADT,5,FR~1302~ ~~CRL~09/10/2023 09:45~NAP~09/10/2023 12:00~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-09-10T16:45:00.000,2023-09-10T18:40:00.000,,02:55,104.99,False,ADT,4,FR~2941~ ~~CRL~09/10/2023 16:45~FAO~09/10/2023 18:40~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-09-10T09:55:00.000,2023-09-10T12:20:00.000,,02:25,73.24,False,ADT,-1,FR~3534~ ~~CRL~09/10/2023 09:55~ALC~09/10/2023 12:20~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-09-10T07:30:00.000,2023-09-10T09:55:00.000,,02:25,95.41,False,ADT,1,FR~6456~ ~~CRL~09/10/2023 07:30~IBZ~09/10/2023 09:55~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-09-10T21:30:00.000,2023-09-11T00:15:00.000,,02:45,67.12,False,ADT,-1,FR~1916~ ~~CRL~09/10/2023 21:30~AGP~09/11/2023 00:15~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-09-10T12:35:00.000,2023-09-10T16:10:00.000,,04:35,120.17,False,ADT,5,FR~ 563~ ~~CRL~09/10/2023 12:35~TFS~09/10/2023 16:10~~
FR 2923,BRU,Brussels,AGP,Malaga,2023-09-11T17:40:00.000,2023-09-11T20:30:00.000,,02:50,101.07,False,ADT,-1,FR~2923~ ~~BRU~09/11/2023 17:40~AGP~09/11/2023 20:30~~
FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-09-11T19:20:00.000,2023-09-11T23:00:00.000,,02:40,67.99,False,ADT,-1,FR~6251~ ~~CRL~09/11/2023 19:20~CFU~09/11/2023 23:00~~
FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-09-11T12:00:00.000,2023-09-11T16:35:00.000,,03:35,95.96,False,ADT,-1,FR~8577~ ~~CRL~09/11/2023 12:00~RHO~09/11/2023 16:35~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-09-11T20:55:00.000,2023-09-11T23:20:00.000,Malta Air,02:25,60.99,False,ADT,-1,FR~7737~ ~~CRL~09/11/2023 20:55~BDS~09/11/2023 23:20~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-09-11T06:30:00.000,2023-09-11T08:45:00.000,,02:15,74.99,False,ADT,2,FR~1302~ ~~CRL~09/11/2023 06:30~NAP~09/11/2023 08:45~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-09-11T12:05:00.000,2023-09-11T14:35:00.000,,02:30,78.67,False,ADT,-1,FR~6269~ ~~CRL~09/11/2023 12:05~PMO~09/11/2023 14:35~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-09-11T18:00:00.000,2023-09-11T19:55:00.000,,02:55,67.99,False,ADT,-1,FR~2941~ ~~CRL~09/11/2023 18:00~FAO~09/11/2023 19:55~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-09-11T16:55:00.000,2023-09-11T19:20:00.000,,02:25,67.99,False,ADT,-1,FR~3534~ ~~CRL~09/11/2023 16:55~ALC~09/11/2023 19:20~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-09-11T19:20:00.000,2023-09-11T22:05:00.000,,02:45,67.99,False,ADT,3,FR~1916~ ~~CRL~09/11/2023 19:20~AGP~09/11/2023 22:05~~
